no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,credit_income_ratio,total_assets,assets_income_ratio,loan_assets_ratio,high_debt,low_cibil,education_encoded,self_employed_encoded
4,3566136.0,38062105,10,709.0,10926636.0,7107073,3906956,10642770,10.673206237787902,32583435.0,9.136901957749227,1.168142764317428,1,0,1,0
2,6735791.0,8571914,12,395.0,25865889.0,19154419,12173141,11590267,1.2725920385593912,68783716.0,10.21167610455847,0.12462126755958827,0,1,0,0
4,1662983.0,6863142,10,510.0,11710235.0,17306566,919130,1875404,4.127006710230953,31811335.0,19.12908009282115,0.21574516706874555,1,1,0,0
5,1682988.0,6756645,8,646.0,20090255.0,10327277,226280,12099332,4.014672118874288,42743144.0,25.397176925801016,0.15807552298737026,1,1,1,0
4,6333432.0,19741362,10,603.0,27560142.0,1628211,718773,5045333,3.117008598181839,34952459.0,5.5187233398890205,0.5648060823186695,1,1,0,0
3,8610644.0,39118622,14,596.0,27347027.0,9739907,23576563,1492906,4.543054154834412,62156403.0,7.218554500685431,0.6293578695447053,1,1,0,1
2,8677675.0,18213734,14,820.0,9773286.0,13065493,15306957,8768817,2.0989186619687876,46914553.0,5.406350548966169,0.38823206120642223,0,0,1,1
1,1152602.0,842118,4,783.0,15979901.0,11652921,19207842,7327288,0.7306234068655095,54167952.0,46.99623287136409,0.015546424654444668,0,0,1,1
4,5494030.0,13317033,8,825.0,27296298.0,4450819,19698039,6754731,2.4239097711515956,58199887.0,10.593296177851231,0.22881544033211884,0,0,1,0
3,1698345.0,13674438,18,527.0,3222412.0,14534377,7260623,11178158,8.051625553112,36195570.0,21.312259876526856,0.37779312833606077,1,1,0,0
4,3022097.0,25547292,20,774.0,14542324.0,1537240,2848632,5047960,8.453498348994092,23976156.0,7.933615631794744,1.065529058722797,1,0,1,1
1,517332.0,22838132,18,786.0,146669.0,10155578,7032118,4305562,44.14598748965848,21639927.0,41.829863607895895,1.0553700548356724,1,0,0,1
0,5691372.0,38643283,12,456.0,3467955.0,5748171,7144499,7678858,6.789800947820666,24039483.0,4.2238467279945855,1.6074921990838074,1,1,1,0
3,7459513.0,31154193,8,815.0,21972768.0,16095367,10585649,13127230,4.176437925639382,61781014.0,8.28217793842574,0.5042680668163189,1,0,1,0
5,7869743.0,33438062,6,624.0,16406197.0,8353212,968268,12134187,4.248939514289094,37861864.0,4.811067400803305,0.8831594006264615,1,1,0,0
4,7217206.0,32980462,8,608.0,688929.0,6280602,6155987,8194214,4.5696994099932855,21319732.0,2.9540146145198016,1.5469453580868016,1,1,0,0
3,9624200.0,29441536,20,598.0,24399752.0,13368644,6300034,8861408,3.0591151472330167,52929838.0,5.499661062737682,0.5562370216164837,1,1,1,0
4,809026.0,12005613,10,739.0,2600470.0,8269694,18530086,2402731,14.839588591713987,31802981.0,39.310208818999634,0.3774996005091598,1,0,1,0
4,1359940.0,5613784,10,492.0,25652180.0,12378940,8398365,9574839,4.127964469020692,56004324.0,41.181466829418945,0.10023840123061924,1,1,1,0
4,5389677.0,28091604,14,620.0,12340077.0,3545579,12272508,13515639,5.212112711021458,41673803.0,7.732152223593362,0.6740830282735889,1,1,1,0
1,2867424.0,25739292,18,780.0,4500313.0,895598,22810498,969465,8.976451337507115,29175874.0,10.174942387313491,0.8822114846598431,1,0,0,0
4,9254130.0,29770005,6,473.0,4551934.0,1102953,19165418,4958726,3.216942597521323,29779031.0,3.2179179458252696,0.9996968672453825,1,1,1,0
4,7301584.0,27976344,2,775.0,19065294.0,8016406,19135757,13006578,3.83154449774186,59224035.0,8.111121504594072,0.4723815850713045,1,0,1,1
3,8889673.0,37921565,12,335.0,18327887.0,5483386,4090717,3844701,4.265799765638174,31746691.0,3.5711877141037696,1.1945044541963616,1,1,0,0
0,5998164.0,27040727,16,578.0,8834638.0,14730624,7338097,7611715,4.50816733253709,38515074.0,6.421143870024228,0.7020816394619509,1,1,1,0
2,9550847.0,17049071,14,844.0,11702366.0,12891870,6418404,5955751,1.7850847155231364,36968391.0,3.87069241084063,0.4611796747881271,0,0,1,0
0,1272231.0,15583869,14,715.0,11909008.0,17742149,21186667,11067005,12.249244830537851,61904829.0,48.65848183230875,0.2517391453946324,1,0,1,0
1,2967584.0,19079723,16,740.0,11991810.0,16523138,15766831,11224593,6.4293792526176174,55506372.0,18.704229433775083,0.34373932160907,1,0,1,0
0,3877020.0,19984855,2,446.0,16344186.0,7206587,1577190,13263415,5.154694842946387,38391378.0,9.902290418930003,0.5205557997799454,1,1,0,0
0,1618784.0,19003695,6,713.0,1252797.0,14570019,21736064,2902262,11.739487788364599,40461142.0,24.994775090438257,0.4696776608609401,1,0,0,0
0,3985152.0,23441600,4,414.0,21160121.0,12617897,17831874,322068,5.882234855784673,51931960.0,13.031362417292991,0.45139061858264895,1,1,0,1
0,7974892.0,36208140,4,708.0,12064430.0,18180179,17732688,3053858,4.540267128382428,51031155.0,6.398977566091177,0.7095300760970416,1,0,1,0
5,2294889.0,20609024,2,384.0,22057517.0,8005729,14954681,1391219,8.980401230734907,46409146.0,20.22282820650585,0.44407245838842935,1,1,0,0
0,1321861.0,23582710,10,864.0,21765098.0,2621993,12225002,2612182,17.8405369399657,39224275.0,29.673524674682135,0.6012274133498346,1,0,0,0
4,5080235.5,23787580,16,811.0,9236322.0,5750677,1776500,5034473,4.682377421282931,21797972.0,4.29074045878385,1.091274863034283,1,0,1,0
0,1618038.0,29975555,8,876.0,6664239.0,17955220,17486703,7419967,18.525865894373307,49526129.0,30.60875517138658,0.605247270481259,1,0,0,1
4,8377372.0,37732140,2,547.0,12734946.0,8619652,20034234,10276272,4.504054493461672,51665104.0,6.167220937544614,0.7303215584290402,1,1,1,1
5,7030971.0,8932141,2,635.0,24645018.0,1642249,13181799,2367087,1.2703993516684964,41836153.0,5.950266755473746,0.21350291903027224,0,1,1,0
0,8576924.0,20031738,6,640.0,10049431.0,15243176,5534112,4745010,2.3355387082828294,35571729.0,4.147376028981952,0.5631364569561278,0,1,1,0
4,4440242.0,9947570,10,487.0,25453485.0,17008399,1432278,11301779,2.240321586075714,55195941.0,12.430840706429965,0.18022285044070813,0,1,1,1
5,5035441.0,12168611,20,465.0,1867129.0,9982312,19375857,12446604,2.416592906162539,43671902.0,8.672905113971149,0.27863706786489245,0,1,1,0
0,9869083.0,20567512,6,698.0,13970090.0,17640572,23784423,14764128,2.0840347578392033,70159213.0,7.108990065237064,0.2931548235417803,0,0,1,0
4,6470549.0,24683882,20,484.0,28687984.0,1375948,5281742,9439302,3.8148048952260467,44784976.0,6.921356441315876,0.5511643335219308,1,1,1,0
4,5204122.0,8802290,4,519.0,4179945.0,12051976,3096833,3100238,1.6914073113581887,22428992.0,4.309851306329867,0.3924514132221629,0,1,0,0
1,4873671.0,19081332,2,417.0,18614603.0,13223848,15496857,9744547,3.9151867247501935,57079855.0,11.711881044083608,0.33429187347634515,1,1,0,1
4,3024514.0,26389250,20,877.0,22113281.0,19294687,10447708,7244753,8.725120796266772,59100429.0,19.5404712955536,0.44651536376300477,1,0,0,0
5,8042927.0,14199217,12,745.0,14542324.0,14994612,10806173,12023474,1.7654290533782042,52366583.0,6.510886273119226,0.27115033892606016,0,0,1,0
1,5435636.0,24383326,12,451.0,21928395.0,11133952,20785189,13329879,4.485827601406717,67177415.0,12.358703746902846,0.36296909663807253,1,1,0,0
3,5093864.0,5874176,10,790.0,9846486.0,8950061,23550142,3653764,1.1531866575157876,46000453.0,9.030561671846755,0.1276982179349795,0,0,1,0
3,4882104.0,8167311,18,330.0,4973892.0,6987106,225022,8550114,1.6729080330939283,20736134.0,4.247376540933991,0.39386852950176104,0,1,0,1
0,6737606.0,6929628,20,443.0,14581504.0,7966242,22402998,14433228,1.0285000339883335,59383972.0,8.813808940445613,0.11669188924088997,0,1,1,0
4,1176273.0,27161985,10,817.0,24761818.0,11118317,18476370,10375124,23.0915654784221,64731629.0,55.03112712780111,0.4196091617034825,1,0,0,0
1,7250305.0,23828652,10,731.0,5438003.0,2195734,6647020,389746,3.286572357990457,14670503.0,2.0234325314590214,1.6242558537866183,1,0,1,1
4,8234244.0,30596950,12,602.0,21096186.0,7326419,20978732,10283653,3.7158177484174626,59684990.0,7.248387344363368,0.5126406067481857,1,1,0,0
2,9237031.0,6164932,2,511.0,8952011.0,12824160,4151867,9433003,0.6674148868830255,35361041.0,3.8281825621241286,0.17434248685318718,0,1,1,1
4,6637460.0,39180213,14,479.0,9681167.0,8293962,22224749,344947,5.902892522139493,40544825.0,6.108485022885261,0.9663431038031832,1,1,0,1
3,6391803.0,28006256,18,700.0,8564485.0,11851178,11606070,1228994,4.381589357494279,33250727.0,5.20208883158633,0.8422749721449708,1,0,1,0
4,2656675.0,30115015,14,731.0,19178663.0,12773049,13169974,2741237,11.33560371517028,47862923.0,18.01610020043852,0.6291929636392462,1,0,0,0
2,1355703.0,22804885,20,826.0,27341091.0,19190316,20231562,14644012,16.821446142702346,81406981.0,60.04779881729258,0.2801342641593076,1,0,0,0
3,7591300.0,11922457,4,315.0,9900732.0,14880315,14848086,5800312,1.570542199623253,45429445.0,5.984409126236613,0.262438969649773,0,1,0,1
4,8973546.0,37075658,2,364.0,21782415.0,6002653,16764043,6643111,4.13166188706226,51192222.0,5.704792954758353,0.7242439540084048,1,1,1,0
3,422274.0,4845418,18,454.0,9086837.0,11105333,22991890,290828,11.474582853786877,43474888.0,102.95421456210896,0.11145325753448157,1,1,0,0
4,5904576.0,28458128,6,807.0,6205018.0,12106872,17143779,14994351,4.819673419395397,50450020.0,8.5442240052461,0.5640855531061126,1,0,0,0
0,5503776.0,2548474,18,783.0,25469151.0,1565404,11586590,6554818,0.4630410103899577,45175963.0,8.208176168506858,0.05641216643434548,0,0,0,0
4,711213.0,39050800,12,533.0,19694391.0,2214156,19591322,14526579,54.90732031051176,56026448.0,78.77590538980587,0.6970065156190784,1,1,1,1
5,1853816.0,14475939,8,301.0,1647262.0,6367683,17588321,9175107,7.808724814113159,34778373.0,18.76042336456261,0.4162339216893809,1,1,1,1
4,5095201.0,30444205,10,417.0,22718629.0,7030964,20975708,12054846,5.975074388625689,62780147.0,12.321426966276698,0.48493362901916065,1,1,1,1
4,7580889.0,29891801,14,806.0,15677033.0,18909475,6617180,12947915,3.9430469170568254,54151603.0,7.143173181931565,0.5520021345997433,1,0,0,0
2,8966945.0,25710955,8,667.0,17853574.0,1080287,5491517,12412758,2.8673037472628637,36838136.0,4.1082147821805535,0.6979439541147263,0,0,0,0
2,3673601.0,34451441,10,364.0,28227442.0,13946038,4775326,1515305,9.378111830871125,48464111.0,13.192535335220128,0.710865000477054,1,1,1,0
4,1028008.0,3401812,6,545.0,14542324.0,14589684,18926290,19126,3.3091298900397663,48077424.0,46.76755822911884,0.07075695089743263,1,1,1,0
0,9274252.0,25460698,18,310.0,332457.0,17842105,5650588,14613754,2.7453101339062167,38438904.0,4.144690482855113,0.662367931656742,0,1,1,0
3,6870326.0,14871195,10,361.0,25342432.0,14226752,8916397,1392802,2.164554491300704,49878383.0,7.259973253088718,0.2981490940043286,0,1,1,0
1,9693948.0,1530384,18,795.0,11390106.0,18387386,21543442,10580133,0.15787004427917295,61901067.0,6.385537347631739,0.024723062936490854,0,0,0,0
4,2955077.0,30543785,4,728.0,12552040.0,8332211,10417847,7167777,10.33603692898696,38469875.0,13.018230997026473,0.7939662971619664,1,0,0,0
2,3194297.0,16982868,18,720.0,282885.0,13319948,12767851,12381206,5.316621466319506,38751890.0,12.131586386613392,0.4382461748769886,1,0,1,1
2,5766513.0,10010959,4,673.0,14550229.0,7914613,9689422,145929,1.7360507121027906,32300193.0,5.601338798681283,0.30993494961671125,0,0,0,0
3,6600334.0,39241179,12,313.0,3629187.0,17432964,10257712,6465747,5.945332311970879,37785610.0,5.724802714529295,1.0385217536908429,1,1,1,0
3,6621534.0,23975364,6,342.0,20784410.0,4906041,17191369,2667705,3.620817170160268,45549525.0,6.878998884548505,0.5263581447587402,1,1,0,0
3,5080235.5,33546350,4,459.0,14027651.0,16517430,736594,770851,6.603306086893019,32052526.0,6.3092598758463065,1.0466054673317957,1,1,1,0
5,1471028.0,7994481,10,710.0,4919155.0,8814667,4386015,14096479,5.434621910663835,32216316.0,21.90054574080167,0.24815006010773982,1,0,1,0
3,5922622.0,30704697,2,823.0,14824635.0,17451685,12315204,13926003,5.184308064907738,58517527.0,9.880341342061,0.52470939989126,1,0,0,0
3,7264937.0,3862934,8,577.0,9706922.0,8853892,14659884,13970111,0.5317229867237665,47190809.0,6.4956941815187115,0.0818577600172576,0,1,0,0
0,1362493.0,15690293,8,837.0,25182409.0,8134607,993000,2630802,11.515870540252317,36940818.0,27.11266626690926,0.4247413410081677,1,0,0,0
3,667153.0,27955865,2,840.0,26207663.0,14865690,12117091,9464042,41.903229094375654,62654486.0,93.9132193065159,0.44619094878232746,1,0,1,0
1,2039618.0,33633813,6,705.0,22453936.0,11429353,1104406,6357395,16.490251115650086,41345090.0,20.270996823915066,0.8134898771900151,1,0,1,0
0,3397100.0,24264438,14,342.0,16742118.0,19003385,6306197,10837779,7.142691707632981,52889479.0,15.569008566129934,0.45877626325688964,1,1,1,0
4,6631707.0,28845706,20,401.0,17565889.0,17865759,23354335,5810058,4.349665327494113,64596041.0,9.740484765083862,0.44655531681027766,1,1,1,0
1,2809855.0,28710884,18,379.0,9545074.0,12152535,3726581,4057092,10.217923700689182,29481282.0,10.492100837943594,0.9738681996980932,1,1,0,1
1,6910920.0,32670271,16,841.0,26457638.0,10343003,22555031,1041793,4.727340354106255,60397465.0,8.739424707564261,0.5409212201054925,1,0,0,0
0,6598113.0,3206655,4,795.0,2013600.0,14959239,45094,13295871,0.4859957687902587,30313804.0,4.594314162246085,0.10578200262223762,0,0,0,1
0,6769727.0,26755975,6,387.0,16908092.0,18900996,3578251,7639883,3.952297485555917,47027222.0,6.946694009965246,0.5689465227406687,1,1,1,1
0,3574758.0,31847314,6,773.0,20146284.0,2838291,24805555,6955551,8.908942647306475,54745681.0,15.314513877582762,0.5817319802500588,1,0,0,0
1,3632693.0,34865168,6,563.0,18529467.0,11894794,16554920,2119872,9.597609266734073,49099053.0,13.515882845040855,0.7100985693125574,1,1,1,0
4,5366664.0,32934451,20,363.0,16675834.0,10184213,23919906,9773929,6.136857272972558,60553882.0,11.283337656316847,0.5438866901400856,1,1,1,0
0,8032458.0,13335826,12,644.0,11318214.0,4743654,2331914,10099552,1.6602422322033927,28493334.0,3.547274570249854,0.4680331733719482,0,1,1,0
1,1822918.0,6729954,12,488.0,19158519.0,13995168,21937006,14794425,3.6918577796697383,69885118.0,38.336950976401575,0.09630024383302545,1,1,0,0
4,3403028.0,2890815,20,449.0,26281478.0,8429464,8283850,2135260,0.8494831661684829,45130052.0,13.26173396163652,0.06405520950750933,0,1,0,0
5,3674119.0,31867327,2,805.0,11496733.0,15082604,17067619,2542073,8.673460767057355,46189029.0,12.571456994180101,0.6899328043909994,1,0,1,1
3,6857656.0,4459844,2,349.0,106511.0,14114995,13519336,4693373,0.6503452491638543,32434215.0,4.729635753091143,0.13750429484714538,0,1,0,0
3,2860877.0,2614659,6,319.0,14542324.0,8569419,3627857,14946789,0.9139361811081008,41686389.0,14.571192330184067,0.06272212585450551,0,1,0,0
3,3250747.0,19756461,4,411.0,22439141.0,11912019,22605909,5492817,6.077514183663016,62449886.0,19.210933979174634,0.3163570336003971,1,1,0,0
0,4364905.0,27635348,10,360.0,24669865.0,13146964,3536813,6728520,6.331259901418244,48082162.0,11.015626227833136,0.5747525958846735,1,1,0,1
5,707483.0,36825173,14,375.0,20829911.0,17111472,5052373,3600516,52.050965182202255,46594272.0,65.85921075135374,0.7903368939783652,1,1,1,0
0,1533809.0,11156304,4,808.0,9377143.0,11633288,23238625,3094838,7.273594039414295,47343894.0,30.866877166583322,0.23564398324218994,1,0,1,0
0,3230168.0,986423,14,435.0,27949628.0,18544581,19067554,8310526,0.3053782341971068,73872289.0,22.869488212377806,0.013353085439750141,0,1,0,0
3,5121802.0,36054637,18,799.0,15984089.0,8081282,3164757,4483297,7.039443734841761,31713425.0,6.191849079679378,1.1368887423263574,1,0,0,1
0,3188732.0,11471361,20,892.0,17754463.0,1865299,419219,4035259,3.597467896329952,24074240.0,7.549784679301992,0.47649938371888856,1,0,1,1
4,5037645.0,34978935,16,580.0,4217054.0,12329764,15405293,6425884,6.943509318342201,38377995.0,7.6182412615418516,0.9114320351693194,1,1,1,0
4,8771600.0,2359838,14,455.0,28679660.0,16088131,23590427,14108377,0.2690316475899494,82466595.0,9.401545328104337,0.02861568337318058,0,1,1,1
3,7228867.0,9826878,2,751.0,11404606.0,4356275,10913215,8404633,1.3593939409868794,35078729.0,4.852590177686213,0.2801377929018525,0,0,0,0
3,7746083.0,32596708,4,811.0,11936553.0,9137475,22829374,4049225,4.208153721048432,47952627.0,6.190564573088102,0.6797689586481058,1,0,0,0
1,6467049.0,18782801,2,810.0,27587429.0,13671404,605380,7439539,2.9043851376416043,49303752.0,7.623840796629189,0.3809608773595795,0,0,1,0
3,6217695.0,10401869,14,418.0,19778338.0,8594515,12751388,1090410,1.6729461641331715,42214651.0,6.789437404054075,0.2464042342454937,0,1,1,1
1,4867423.0,13148765,6,323.0,7833296.0,8629392,23343035,8284479,2.7013812031541127,48090202.0,9.88001289388656,0.2734187876062823,0,1,1,1
5,8500924.0,24573153,16,694.0,15707255.0,18341676,23289562,4012002,2.890644946361125,61350495.0,7.216920772377215,0.4005371529514611,0,0,1,0
1,6629936.0,16598104,2,483.0,23185250.0,18021749,9093743,12002532,2.5035089328162443,62303274.0,9.39726627828685,0.2664082104833173,0,1,0,0
0,7737335.0,5242345,16,748.0,19818068.0,18969501,9916830,13526673,0.6775388425084348,62231072.0,8.042959494451255,0.08423999052691893,0,0,1,0
0,2118770.0,10792236,14,695.0,6065809.0,17699179,19879643,8508075,5.0936326264766825,52152706.0,24.614614139335558,0.20693529867970228,1,0,0,0
0,6740194.0,38311413,4,706.0,22616685.0,18754772,871453,6492204,5.684022299654877,48735114.0,7.2305209612661,0.7861151656254428,1,0,1,0
4,2612008.0,4550704,8,479.0,21118818.0,5631649,12338134,10775121,1.742224372972824,49863722.0,19.090187319487537,0.09126282046769753,0,1,1,1
1,8636775.0,1663990,16,840.0,22231751.0,3565237,466276,2083571,0.19266334945624958,28346835.0,3.2821087732400116,0.05870108395871765,0,0,1,0
5,7009368.0,39324021,20,406.0,16775379.0,7864926,19168138,4615627,5.610209222857182,48424070.0,6.908478767272599,0.8120758991948447,1,1,1,0
4,4066708.0,12039555,12,748.0,19401191.0,2673233,14311059,5294687,2.960516220982672,41680170.0,10.249117959784671,0.28885570071197647,0,0,0,1
0,3871849.0,13601747,4,315.0,26950937.0,4705994,11328807,10025786,3.5129848813835456,53011524.0,13.691526709848446,0.25658094159713385,1,1,1,1
1,7220997.0,7148861,18,790.0,2034625.0,5775862,22247372,410004,0.9900102437378108,30467863.0,4.219342979923686,0.23463610707990556,0,0,1,0
1,8096581.0,39241169,16,807.0,17527493.0,9862465,8165998,12769430,4.8466345238811295,48325386.0,5.968616382643488,0.8120197568205714,1,0,1,0
1,4444397.0,14503530,8,657.0,4247239.0,16087536,21959067,13514558,3.2633290860379933,55808400.0,12.557024046231694,0.25988076598001797,1,0,0,1
3,8362170.0,35946255,2,782.0,14542324.0,11686111,20881407,85128,4.29867546342636,47194970.0,5.643866364831139,0.7616543508417454,1,0,1,0
0,5753130.0,28160042,14,571.0,349107.0,7526230,18472587,2923991,4.8947341707905085,29271915.0,5.087998185335635,0.9620156739996111,1,1,0,0
2,9442147.0,29158452,4,768.0,5128690.0,4619418,1127703,4758316,3.088116717521979,15634127.0,1.6557809362637543,1.865051379904271,1,0,0,1
0,8317526.0,7997965,18,758.0,10740999.0,7838854,22859288,1059617,0.9615798014938577,42498758.0,5.109543150210772,0.18819290699759023,0,0,1,1
1,5080235.5,38803117,12,606.0,10262165.0,7555814,16963204,2778344,7.638054771279796,37559527.0,7.3932649382100495,1.0331098143725341,1,1,0,0
4,2704696.0,8637455,16,352.0,26961438.0,7997008,20059658,5791824,3.193503077610201,60809928.0,22.48309163026085,0.1420402085981715,1,1,0,0
